,movieId,timestamp,zeroEtoile,uneEtoile,deuxEtoile,toisEtoile,quatreEtoile,cingEtoile
3379,107372,2015,,,1.0,,2.0,
3380,107577,2015,,,1.0,,1.0,
3381,107630,2015,1.0,,2.0,3.0,6.0,
3382,107653,2015,2.0,,,2.0,11.0,
3383,107698,2015,,,,,1.0,
3384,107848,2015,,,1.0,,4.0,
3385,108100,2015,,,,,1.0,
3386,108285,2015,,,,1.0,1.0,
3387,108447,2015,,,2.0,3.0,1.0,1.0
3388,108595,2015,,,,1.0,,
3389,109015,2015,,,1.0,,2.0,1.0
3390,109151,2015,1.0,,,,,
3391,109201,2015,,,,,1.0,
3392,109370,2015,,,,1.0,1.0,
3393,109434,2015,,,,2.0,,
3394,109556,2015,4.0,,1.0,,,1.0
3395,109653,2015,,,1.0,,,
3396,109665,2015,1.0,,2.0,,1.0,
3397,109710,2015,,,,1.0,3.0,2.0
3398,109731,2015,1.0,,2.0,5.0,3.0,
3399,109810,2015,,,,,1.0,
3400,109943,2015,,,1.0,1.0,1.0,
3401,110123,2015,,,1.0,,1.0,
3402,110200,2015,,,,,2.0,
3403,110366,2015,,,,,5.0,1.0
3404,110445,2015,,1.0,10.0,4.0,39.0,10.0
3405,110970,2015,,,,1.0,4.0,
3406,111124,2015,,,,,1.0,
3407,112320,2015,,,2.0,,5.0,
3408,112506,2015,1.0,1.0,,2.0,6.0,1.0
3409,112512,2015,,,,1.0,5.0,2.0
3410,112565,2015,1.0,1.0,,,,
3411,112909,2015,,1.0,1.0,1.0,1.0,
3412,113205,2015,,,1.0,,1.0,
3413,113430,2015,,,,,1.0,2.0
3414,113843,2015,1.0,,,1.0,2.0,
3415,113860,2015,,,,,1.0,
3416,113991,2015,1.0,1.0,,,,
3417,114793,2015,1.0,,1.0,3.0,9.0,1.0
3418,114891,2015,,,,1.0,3.0,
3419,115624,2015,,,3.0,1.0,1.0,1.0
3420,115933,2015,1.0,,1.0,,,
3421,116008,2015,,,1.0,,,
3422,116056,2015,,1.0,1.0,,,
3423,116169,2015,,,,2.0,12.0,
3424,116205,2015,,,1.0,2.0,,
3425,116215,2015,2.0,1.0,6.0,1.0,3.0,1.0
3426,116463,2015,,,,1.0,1.0,
3427,116507,2015,,,,,1.0,
3428,116805,2015,1.0,,,,3.0,
3429,116891,2015,1.0,,,1.0,,
3430,117420,2015,1.0,,1.0,1.0,2.0,
3431,117472,2015,2.0,,,,,
3432,117574,2015,,,,,1.0,
3433,117694,2015,,,1.0,,,
3434,117843,2015,,,,,1.0,
3435,118254,2015,,,1.0,,,
3436,118258,2015,1.0,,,,1.0,
3437,118894,2015,1.0,,,1.0,1.0,
3438,119428,2015,,,1.0,,,
3439,119621,2015,,,,,2.0,
3440,119629,2015,,,2.0,,5.0,1.0
3441,120246,2015,,,1.0,,1.0,
3442,121029,2015,1.0,,,1.0,2.0,1.0
3443,121039,2015,,,,,2.0,1.0
3444,121167,2015,,,2.0,5.0,,
3445,121192,2015,,,1.0,,1.0,
3446,121217,2015,1.0,,2.0,,,
3447,121265,2015,2.0,,,1.0,,
3448,121300,2015,,,,,2.0,
3449,121322,2015,,1.0,,,,
3450,121330,2015,,,5.0,2.0,3.0,
3451,121354,2015,,1.0,,1.0,,
3452,121372,2015,3.0,3.0,4.0,5.0,30.0,13.0
3453,121779,2015,1.0,,3.0,,,
3454,121815,2015,,,,,1.0,
3455,122031,2015,,1.0,6.0,,,
3456,122086,2015,,,2.0,,,
3457,122104,2015,,,2.0,2.0,8.0,2.0
3458,122127,2015,,1.0,,,,
3459,122129,2015,2.0,,1.0,,2.0,1.0
3460,122304,2015,,,1.0,,,
3461,122333,2015,1.0,,,,,
3462,122345,2015,,1.0,2.0,1.0,,
3463,122347,2015,,,,1.0,,1.0
3464,122464,2015,,,,,1.0,1.0
3465,122519,2015,,,,1.0,,
3466,122758,2015,,1.0,,,,
3467,122797,2015,1.0,,1.0,,,
3468,122813,2015,1.0,,,,,
3469,123091,2015,,,,1.0,,1.0
3470,123165,2015,1.0,2.0,2.0,,,
3471,123210,2015,1.0,,,,,
3472,123256,2015,,,1.0,,,
3473,123427,2015,,,,,1.0,
3474,123435,2015,,,2.0,,,
3475,123495,2015,,,,,1.0,1.0
3476,123497,2015,1.0,1.0,,,1.0,2.0
3477,123571,2015,2.0,,1.0,,12.0,2.0
3478,123573,2015,,,1.0,,,1.0
3479,123577,2015,,,1.0,,,
3480,123959,2015,,,1.0,,,
3481,124273,2015,2.0,1.0,2.0,2.0,4.0,1.0
3482,124577,2015,,,,,1.0,
3483,124651,2015,,,,1.0,,
3484,124721,2015,,,,1.0,,
3485,124805,2015,,,1.0,,,
3486,125019,2015,,,1.0,,,
3487,125045,2015,,,,,2.0,
3488,125255,2015,,,,1.0,,
3489,125347,2015,,,,1.0,,
3490,125365,2015,,,,2.0,,
3491,125385,2015,,,1.0,,,
3492,125439,2015,,,1.0,,,
3493,125908,2015,,,,,1.0,
3494,125938,2015,,,1.0,,,
3495,125942,2015,,,1.0,,1.0,
3496,126022,2015,,,1.0,,,1.0
3497,126036,2015,3.0,1.0,,,5.0,
3498,126044,2015,1.0,,,,,
3499,126152,2015,,,1.0,,,
3500,126397,2015,,,,,1.0,1.0
3501,126430,2015,,1.0,6.0,17.0,93.0,26.0
3502,126779,2015,,,,1.0,,
3503,126795,2015,,,,1.0,,
3504,126965,2015,,,1.0,,,
3505,126973,2015,,,1.0,,,
3506,127064,2015,,,,1.0,1.0,
3507,127090,2015,,1.0,5.0,1.0,2.0,
3508,127102,2015,1.0,,1.0,,2.0,
3509,127222,2015,,,,,1.0,
3510,127292,2015,,,2.0,,,
3511,127445,2015,,,,,2.0,1.0
3512,127877,2015,,,,,1.0,
3513,128093,2015,1.0,1.0,1.0,1.0,3.0,3.0
3514,128095,2015,1.0,,,,,
3515,128227,2015,,,1.0,,,
3516,128703,2015,,,,,1.0,
3517,128736,2015,,1.0,,3.0,4.0,3.0
3518,128902,2015,,,,1.0,1.0,
3519,128904,2015,,,,1.0,,
3520,128946,2015,,,,1.0,,
3521,128964,2015,,,1.0,,,
3522,129534,2015,,,1.0,,,
3523,129777,2015,1.0,,,1.0,1.0,
3524,129855,2015,,,,,1.0,
3525,130064,2015,,,,,1.0,
3526,130376,2015,,,1.0,,,
3527,130384,2015,2.0,,,,,
3528,130626,2015,,,,,1.0,
3529,130856,2015,,,,,1.0,
3530,131058,2015,1.0,,2.0,,,
3531,131237,2015,1.0,,2.0,4.0,7.0,5.0
3532,131419,2015,,,2.0,,,
3533,131484,2015,1.0,,3.0,,,
3534,131558,2015,,,,,1.0,
3535,131654,2015,,,,1.0,,
3536,131718,2015,,,,1.0,,
3537,131936,2015,1.0,,,1.0,1.0,
3538,132138,2015,,,,,1.0,
3539,132167,2015,,,,1.0,5.0,
3540,132169,2015,,,1.0,2.0,2.0,2.0
3541,132434,2015,,,,4.0,1.0,
3542,132528,2015,1.0,,2.0,,1.0,
3543,132545,2015,2.0,,,,2.0,2.0
3544,132555,2015,1.0,,,,8.0,1.0
3545,132557,2015,,,,,2.0,
3546,132559,2015,,,,1.0,2.0,
3547,132577,2015,1.0,,4.0,,2.0,
3548,132612,2015,,,,,1.0,
3549,132652,2015,1.0,,1.0,1.0,13.0,
3550,133145,2015,2.0,1.0,,3.0,5.0,
3551,133219,2015,2.0,1.0,4.0,5.0,11.0,6.0
3552,133283,2015,,,,,1.0,
3553,133303,2015,,,1.0,,1.0,
3554,133311,2015,,,,2.0,,
3555,133335,2015,,,2.0,,1.0,1.0
3556,133655,2015,,,,,2.0,
3557,134530,2015,,,2.0,,,
3558,134647,2015,,,1.0,,,
3559,134653,2015,1.0,,,,1.0,
3560,134781,2015,,,1.0,1.0,2.0,1.0
3561,134843,2015,,,2.0,1.0,1.0,
3562,134919,2015,,,,1.0,,
3563,134941,2015,,,,,2.0,
3564,135198,2015,,,,2.0,1.0,
3565,135300,2015,,,1.0,1.0,,
3566,135454,2015,1.0,,,3.0,1.0,
3567,135476,2015,,,1.0,,,1.0
3568,135613,2015,,,3.0,,1.0,
3569,135629,2015,,,,,1.0,
3570,135743,2015,,,3.0,,,
3571,135856,2015,,,,,2.0,
3572,135865,2015,1.0,,1.0,1.0,,
3573,135933,2015,,1.0,2.0,2.0,1.0,1.0
3574,135963,2015,,,1.0,1.0,1.0,
3575,136301,2015,,,1.0,,,
3576,136491,2015,,,,3.0,1.0,
3577,136574,2015,,,,,1.0,
3578,136582,2015,,,,,1.0,
3579,136604,2015,,1.0,2.0,1.0,,1.0
3580,136844,2015,,,1.0,,,
3581,136868,2015,,,,,1.0,
3582,136874,2015,,,,,,1.0
3583,136878,2015,,,,,,1.0
3584,137000,2015,,,1.0,,1.0,2.0
3585,137112,2015,,,,1.0,4.0,
3586,137114,2015,,,,,1.0,
3587,137150,2015,,,,,1.0,
3588,137290,2015,,,,,1.0,
3589,137391,2015,,1.0,1.0,,,
3590,137478,2015,1.0,,,,,
3591,137672,2015,,,,1.0,,
3592,137944,2015,,,,1.0,,
3593,138012,2015,,,1.0,,,
3594,138294,2015,,,1.0,,,
3595,138310,2015,,,1.0,,,
3596,138316,2015,,,,1.0,,
3597,138332,2015,,,1.0,,,
3598,138344,2015,,,1.0,,,
3599,138348,2015,,,1.0,,,
3600,138366,2015,,,1.0,,,
3601,138380,2015,,,,,1.0,
3602,138414,2015,,,1.0,,,
3603,138428,2015,,,1.0,,1.0,1.0
3604,138442,2015,1.0,,,,,
3605,138460,2015,,,,,3.0,
3606,138472,2015,,,,,1.0,
3607,138680,2015,1.0,,,,,
3608,138692,2015,,,,,1.0,
3609,138696,2015,,,,,,1.0
3610,138794,2015,,,1.0,,,
3611,139092,2015,,,,,4.0,
3612,139094,2015,,,,,1.0,
3613,139096,2015,,,,,1.0,
3614,139098,2015,,,1.0,1.0,3.0,3.0
3615,139100,2015,,,1.0,,6.0,3.0
3616,139102,2015,,,,1.0,2.0,
3617,139140,2015,,,,1.0,1.0,
3618,139407,2015,,,,,2.0,
3619,139411,2015,,1.0,,,,
3620,139447,2015,,,1.0,,,
3621,139469,2015,1.0,,,,,
3622,139509,2015,,,,,1.0,
3623,139549,2015,,,1.0,,,
3624,139555,2015,1.0,,,,,
3625,139622,2015,,,,,2.0,
3626,139653,2015,,,,,3.0,
3627,139751,2015,,,,,1.0,
3628,140078,2015,,,,,,1.0
3629,140164,2015,,,,,1.0,
3630,140182,2015,,,,,1.0,
3631,140214,2015,,,,1.0,1.0,
3632,140241,2015,,,,,2.0,
3633,140747,2015,,,1.0,,5.0,2.0
3634,140830,2015,2.0,,1.0,,,
3635,140832,2015,2.0,1.0,,,1.0,
3636,141166,2015,1.0,1.0,4.0,2.0,1.0,
3637,141207,2015,,,,,1.0,
3638,141216,2015,,,,,1.0,
3639,141420,2015,1.0,,5.0,,3.0,
3640,141487,2015,,,,,4.0,
3641,141517,2015,,1.0,,,1.0,
3642,141520,2015,,,1.0,,5.0,
3643,141550,2015,1.0,,1.0,,1.0,
3644,141652,2015,,,1.0,1.0,,
3645,141741,2015,,,1.0,,,
3646,141757,2015,,,,1.0,,
3647,141942,2015,,1.0,2.0,1.0,2.0,1.0
3648,141952,2015,,,1.0,1.0,,
3649,141958,2015,,,,,1.0,
3650,142054,2015,,,,,1.0,
3651,142108,2015,,1.0,1.0,,,
3652,142148,2015,,1.0,,,2.0,1.0
3653,142260,2015,,,,1.0,,
3654,142527,2015,,,,,1.0,
3655,142841,2015,,,,,1.0,
3656,142845,2015,,,,1.0,1.0,
3657,142847,2015,,,1.0,1.0,,
3658,143205,2015,,,,,1.0,
3659,143207,2015,,,,,1.0,
3660,143383,2015,,,,,1.0,
3661,143389,2015,,,1.0,,1.0,1.0
3662,143868,2015,,,1.0,1.0,5.0,
3663,143870,2015,,,,1.0,2.0,
3664,143880,2015,,,,1.0,,
3665,144282,2015,,,,,3.0,
3666,144298,2015,,,3.0,,,1.0
3667,144334,2015,,,,,3.0,
3668,144342,2015,,,,,3.0,
3669,144362,2015,,,,3.0,,
3670,144368,2015,,,,,3.0,
3671,144444,2015,,,,,3.0,
3672,144500,2015,,,,3.0,1.0,
3673,144558,2015,,,3.0,,,
3674,144564,2015,,,3.0,,,
3675,144566,2015,,,,3.0,,
3676,144574,2015,,,,,3.0,
3677,144586,2015,,,,3.0,,
3678,144598,2015,,,,3.0,,
3679,144670,2015,,,1.0,,2.0,1.0
3680,144958,2015,,,,,1.0,
3681,144990,2015,,,,,,1.0
3682,145046,2015,,,1.0,,,
3683,145052,2015,,,,,1.0,
3684,145743,2015,,,1.0,,,
3685,146046,2015,,,1.0,2.0,1.0,1.0
3686,146084,2015,,,1.0,,,
3687,146086,2015,,1.0,,,,
3688,146088,2015,,1.0,,,,
3689,146311,2015,,,,,1.0,
3690,146325,2015,,,,,1.0,
3691,146698,2015,,,,,1.0,
3692,146858,2015,1.0,,,,,
3693,146860,2015,1.0,,,,,
3694,147014,2015,,,,1.0,1.0,
3695,147376,2015,,,,2.0,7.0,2.0
3696,147396,2015,2.0,,1.0,1.0,,
3697,147613,2015,,,,,1.0,
3698,147748,2015,,,,,,1.0
3699,147783,2015,1.0,,,,,
3700,147839,2015,,,,,,1.0
3701,147899,2015,,,,,1.0,
3702,148034,2015,,,,,1.0,
3703,148412,2015,,,1.0,,,
3704,148464,2015,,,,,1.0,
3705,148859,2015,,,,,1.0,
3706,148913,2015,,,,1.0,,
3707,148950,2015,1.0,,,1.0,,
3708,149122,2015,,,,,1.0,
3709,149430,2015,,,1.0,,,
3710,149440,2015,,,,,1.0,
3711,149442,2015,,,,,,1.0
3712,149446,2015,,,,,,1.0
3713,149454,2015,,,,1.0,,
3714,149464,2015,,,,,1.0,
3715,149466,2015,,,1.0,,,
3716,149492,2015,,,1.0,,,
3717,149570,2015,,,,,1.0,
3718,149602,2015,1.0,,,1.0,,
3719,73268,2016,7.0,6.0,59.0,83.0,115.0,17.0
3720,73319,2016,6.0,2.0,40.0,34.0,87.0,28.0
3721,73321,2016,26.0,24.0,170.0,239.0,653.0,121.0
3722,73929,2016,11.0,7.0,53.0,26.0,47.0,8.0
3723,74131,2016,,1.0,4.0,5.0,6.0,1.0
3724,74154,2016,2.0,8.0,45.0,40.0,58.0,10.0
3725,74156,2016,2.0,,21.0,30.0,42.0,2.0
3726,74324,2016,4.0,,11.0,25.0,71.0,27.0
3727,74450,2016,16.0,10.0,62.0,45.0,76.0,14.0
3728,74452,2016,5.0,1.0,44.0,24.0,10.0,3.0
3729,74458,2016,38.0,41.0,253.0,359.0,2418.0,759.0
3730,74530,2016,20.0,23.0,135.0,87.0,158.0,28.0
3731,74532,2016,11.0,9.0,39.0,19.0,22.0,5.0
3732,74545,2016,6.0,3.0,33.0,66.0,160.0,11.0
3733,74580,2016,3.0,3.0,32.0,17.0,18.0,3.0
3734,74595,2016,,,,,1.0,
3735,74675,2016,,,,,1.0,
3736,74685,2016,7.0,2.0,33.0,37.0,74.0,13.0
3737,74688,2016,6.0,8.0,41.0,37.0,79.0,22.0
3738,74698,2016,10.0,5.0,33.0,17.0,22.0,3.0
3739,74787,2016,6.0,1.0,3.0,7.0,28.0,12.0
3740,74789,2016,49.0,52.0,325.0,280.0,492.0,78.0
3741,74795,2016,2.0,7.0,36.0,61.0,143.0,15.0
3742,74851,2016,13.0,8.0,43.0,35.0,85.0,11.0
3743,74916,2016,2.0,,13.0,18.0,31.0,3.0
3744,74944,2016,,,7.0,9.0,22.0,
3745,74946,2016,10.0,4.0,46.0,73.0,103.0,24.0
3746,75341,2016,5.0,,22.0,23.0,66.0,11.0
3747,75395,2016,2.0,,13.0,23.0,25.0,4.0
3748,75438,2016,,,6.0,3.0,6.0,
3749,75803,2016,,,1.0,1.0,1.0,
3750,75805,2016,5.0,15.0,52.0,55.0,69.0,13.0
3751,75985,2016,9.0,5.0,51.0,53.0,118.0,23.0
3752,76077,2016,17.0,24.0,120.0,122.0,213.0,29.0
3753,76093,2016,63.0,49.0,199.0,298.0,1565.0,541.0
3754,76175,2016,38.0,29.0,169.0,100.0,126.0,19.0
3755,76217,2016,,,1.0,,,
3756,76251,2016,63.0,45.0,253.0,310.0,1239.0,202.0
3757,76293,2016,5.0,10.0,95.0,105.0,165.0,27.0
3758,76738,2016,,,,,2.0,
3759,76753,2016,1.0,1.0,1.0,3.0,3.0,1.0
3760,76755,2016,,1.0,6.0,4.0,2.0,
3761,76763,2016,,2.0,9.0,19.0,36.0,4.0
3762,77191,2016,,5.0,18.0,15.0,13.0,1.0
3763,77206,2016,2.0,1.0,11.0,12.0,16.0,
3764,77300,2016,1.0,,1.0,2.0,,
3765,77364,2016,3.0,4.0,23.0,28.0,48.0,6.0
3766,77414,2016,7.0,3.0,16.0,15.0,46.0,21.0
3767,77421,2016,,3.0,8.0,12.0,17.0,1.0
3768,77455,2016,12.0,1.0,35.0,48.0,275.0,84.0
3769,77561,2016,58.0,67.0,434.0,465.0,1208.0,264.0
3770,77629,2016,,,,2.0,5.0,
3771,77665,2016,2.0,4.0,2.0,3.0,2.0,
3772,77667,2016,4.0,3.0,16.0,10.0,22.0,5.0
3773,77672,2016,,,2.0,1.0,5.0,
3774,77798,2016,8.0,6.0,52.0,19.0,26.0,3.0
3775,77800,2016,,2.0,11.0,18.0,111.0,22.0
3776,77818,2016,,1.0,,,4.0,
3777,77820,2016,,2.0,3.0,2.0,,
3778,77833,2016,,,1.0,2.0,7.0,
3779,77837,2016,2.0,,2.0,7.0,21.0,4.0
3780,77866,2016,17.0,10.0,125.0,120.0,182.0,23.0
3781,78022,2016,1.0,,,,6.0,
3782,78034,2016,,,2.0,7.0,9.0,2.0
3783,78039,2016,6.0,9.0,35.0,38.0,162.0,32.0
3784,78041,2016,4.0,11.0,41.0,27.0,54.0,11.0
3785,78088,2016,4.0,5.0,36.0,33.0,89.0,13.0
3786,78105,2016,31.0,32.0,181.0,137.0,283.0,44.0
3787,78116,2016,,,3.0,3.0,6.0,1.0
3788,78128,2016,1.0,,,1.0,4.0,1.0
3789,78174,2016,23.0,18.0,23.0,14.0,23.0,17.0
3790,78209,2016,13.0,17.0,107.0,101.0,203.0,28.0
3791,78218,2016,1.0,1.0,8.0,13.0,45.0,3.0
3792,78247,2016,1.0,,1.0,,1.0,1.0
3793,78251,2016,,,2.0,2.0,3.0,
3794,78264,2016,2.0,2.0,20.0,14.0,31.0,8.0
3795,78290,2016,,1.0,2.0,,,
3796,78316,2016,6.0,5.0,45.0,36.0,103.0,27.0
3797,78321,2016,1.0,1.0,1.0,2.0,3.0,
3798,78410,2016,,1.0,2.0,1.0,1.0,1.0
3799,78467,2016,5.0,7.0,30.0,10.0,15.0,
3800,78469,2016,25.0,20.0,156.0,122.0,240.0,37.0
3801,78499,2016,84.0,59.0,277.0,324.0,1550.0,557.0
3802,78517,2016,4.0,1.0,2.0,1.0,2.0,
3803,78574,2016,11.0,5.0,35.0,39.0,245.0,34.0
3804,78633,2016,1.0,,1.0,2.0,3.0,3.0
3805,78637,2016,31.0,33.0,127.0,96.0,178.0,30.0
3806,78679,2016,,5.0,9.0,6.0,12.0,1.0
3807,78759,2016,,,2.0,,1.0,
3808,78772,2016,138.0,80.0,194.0,93.0,115.0,48.0
3809,78893,2016,68.0,35.0,80.0,33.0,35.0,4.0
3810,78976,2016,,,,,2.0,
3811,79057,2016,11.0,16.0,89.0,87.0,163.0,26.0
3812,79091,2016,47.0,43.0,211.0,280.0,1397.0,338.0
3813,79132,2016,56.0,57.0,424.0,616.0,4391.0,2434.0
3814,79134,2016,36.0,43.0,92.0,76.0,119.0,25.0
3815,79139,2016,14.0,16.0,113.0,114.0,179.0,39.0
3816,79185,2016,13.0,14.0,102.0,100.0,222.0,44.0
3817,79224,2016,16.0,20.0,99.0,74.0,139.0,17.0
3818,79242,2016,5.0,3.0,37.0,43.0,149.0,22.0
3819,79251,2016,15.0,8.0,21.0,15.0,34.0,9.0
3820,79274,2016,6.0,2.0,9.0,19.0,79.0,14.0
3821,79293,2016,24.0,17.0,196.0,202.0,434.0,74.0
3822,79428,2016,12.0,11.0,91.0,45.0,80.0,13.0
3823,79430,2016,,,,1.0,3.0,
3824,79463,2016,1.0,,5.0,12.0,11.0,1.0
3825,79515,2016,,,2.0,,,
3826,79553,2016,4.0,1.0,17.0,28.0,143.0,43.0
3827,79570,2016,,,,,2.0,
3828,79572,2016,,,2.0,4.0,4.0,
3829,79588,2016,1.0,,15.0,21.0,43.0,12.0
3830,79592,2016,16.0,10.0,116.0,99.0,311.0,69.0
3831,79599,2016,,,7.0,,1.0,
3832,79677,2016,,,,2.0,6.0,3.0
3833,79695,2016,43.0,34.0,218.0,185.0,250.0,44.0
3834,79702,2016,28.0,25.0,182.0,187.0,869.0,273.0
3835,79720,2016,1.0,1.0,10.0,10.0,51.0,9.0
3836,79769,2016,,,1.0,3.0,6.0,2.0
3837,79796,2016,,3.0,14.0,15.0,27.0,4.0
3838,79824,2016,1.0,,1.0,1.0,2.0,2.0
3839,79850,2016,,,,,1.0,
3840,79860,2016,,,8.0,14.0,10.0,4.0
3841,79870,2016,,,,,1.0,
3842,79879,2016,22.0,7.0,42.0,25.0,18.0,3.0
3843,79895,2016,1.0,1.0,1.0,4.0,6.0,2.0
3844,79974,2016,,,2.0,1.0,2.0,
3845,79987,2016,1.0,,2.0,1.0,11.0,
3846,80026,2016,1.0,,12.0,2.0,3.0,
3847,80054,2016,,,,,1.0,
3848,80094,2016,1.0,3.0,16.0,9.0,22.0,2.0
3849,80126,2016,3.0,6.0,30.0,38.0,63.0,6.0
3850,80137,2016,,,,,1.0,
3851,80166,2016,8.0,6.0,39.0,44.0,71.0,22.0
3852,80185,2016,2.0,,7.0,8.0,21.0,5.0
3853,80204,2016,,,1.0,1.0,,
3854,80219,2016,28.0,18.0,96.0,86.0,220.0,27.0
3855,80222,2016,2.0,3.0,11.0,11.0,22.0,14.0
3856,80241,2016,1.0,,10.0,15.0,23.0,3.0
3857,80324,2016,,,1.0,,2.0,
3858,80350,2016,16.0,4.0,17.0,6.0,3.0,4.0
3859,80363,2016,15.0,14.0,87.0,80.0,137.0,40.0
3860,80398,2016,2.0,1.0,15.0,10.0,25.0,3.0
3861,80454,2016,,,1.0,,2.0,
3862,80463,2016,32.0,37.0,274.0,400.0,1665.0,352.0
3863,80469,2016,1.0,,6.0,7.0,26.0,5.0
3864,80489,2016,6.0,7.0,64.0,120.0,520.0,78.0
3865,80498,2016,,,1.0,,,
3866,80549,2016,18.0,17.0,138.0,212.0,759.0,180.0
3867,80551,2016,14.0,8.0,50.0,27.0,50.0,12.0
3868,80553,2016,,,3.0,3.0,10.0,
3869,80557,2016,,,1.0,,1.0,
3870,80572,2016,2.0,1.0,6.0,8.0,6.0,2.0
3871,80586,2016,1.0,1.0,8.0,14.0,65.0,18.0
3872,80588,2016,,,,,3.0,2.0
3873,80590,2016,3.0,3.0,38.0,30.0,39.0,12.0
3874,80615,2016,8.0,11.0,43.0,36.0,84.0,12.0
3875,80617,2016,2.0,3.0,11.0,2.0,1.0,
3876,80680,2016,1.0,,,1.0,1.0,
3877,80693,2016,6.0,4.0,49.0,36.0,182.0,45.0
3878,80715,2016,,,,,,1.0
3879,80775,2016,1.0,,6.0,7.0,10.0,1.0
3880,80779,2016,,,1.0,,1.0,
3881,80820,2016,,1.0,,3.0,1.0,
3882,80831,2016,4.0,2.0,25.0,34.0,79.0,9.0
3883,80834,2016,1.0,,,2.0,5.0,2.0
3884,80839,2016,1.0,1.0,7.0,8.0,44.0,13.0
3885,80846,2016,14.0,7.0,66.0,58.0,93.0,14.0
3886,80858,2016,,2.0,13.0,12.0,23.0,6.0
3887,80860,2016,6.0,5.0,39.0,41.0,124.0,42.0
3888,80862,2016,4.0,3.0,11.0,15.0,60.0,4.0
3889,80864,2016,1.0,,11.0,14.0,25.0,3.0
3890,80880,2016,1.0,2.0,8.0,6.0,7.0,
3891,80906,2016,7.0,3.0,19.0,24.0,231.0,63.0
3892,80917,2016,2.0,6.0,38.0,35.0,88.0,10.0
3893,80928,2016,1.0,,,1.0,4.0,1.0
3894,80939,2016,,,4.0,5.0,17.0,2.0
3895,80941,2016,,1.0,4.0,,7.0,2.0
3896,80969,2016,5.0,3.0,27.0,36.0,132.0,36.0
3897,81018,2016,1.0,,4.0,9.0,45.0,12.0
3898,81080,2016,,,2.0,,,
3899,81083,2016,,,3.0,3.0,7.0,2.0
3900,81111,2016,1.0,,1.0,,2.0,
3901,81132,2016,7.0,6.0,21.0,10.0,31.0,5.0
3902,81138,2016,,,,,3.0,
3903,81140,2016,3.0,,9.0,5.0,7.0,2.0
3904,81156,2016,11.0,7.0,20.0,20.0,61.0,10.0
3905,81158,2016,,1.0,2.0,10.0,49.0,6.0
3906,81162,2016,1.0,,1.0,,1.0,
3907,81180,2016,1.0,1.0,6.0,5.0,1.0,
3908,81182,2016,,,,1.0,10.0,1.0
3909,81191,2016,3.0,1.0,5.0,5.0,17.0,4.0
3910,81229,2016,15.0,15.0,167.0,226.0,607.0,141.0
3911,81257,2016,,,,2.0,30.0,3.0
3912,81270,2016,3.0,3.0,7.0,1.0,1.0,
3913,81383,2016,1.0,2.0,6.0,8.0,16.0,
3914,81385,2016,,,2.0,2.0,12.0,1.0
3915,81398,2016,,,,1.0,,
3916,81417,2016,20.0,11.0,51.0,42.0,44.0,13.0
3917,81424,2016,,,1.0,1.0,4.0,
3918,81427,2016,2.0,1.0,,,,
3919,81429,2016,,,1.0,,,
3920,81456,2016,,,,5.0,24.0,6.0
3921,81512,2016,5.0,1.0,25.0,16.0,24.0,4.0
3922,81516,2016,1.0,1.0,18.0,10.0,21.0,1.0
3923,81520,2016,,,2.0,1.0,12.0,2.0
3924,81535,2016,33.0,7.0,28.0,20.0,38.0,19.0
3925,81537,2016,10.0,14.0,113.0,103.0,215.0,26.0
3926,81562,2016,18.0,15.0,148.0,210.0,823.0,94.0
3927,81564,2016,25.0,30.0,155.0,194.0,620.0,125.0
3928,81591,2016,46.0,46.0,251.0,356.0,1571.0,341.0
3929,81637,2016,1.0,,1.0,1.0,1.0,1.0
3930,81639,2016,1.0,,2.0,3.0,6.0,
3931,81641,2016,4.0,,16.0,16.0,35.0,3.0
3932,81711,2016,1.0,2.0,1.0,4.0,5.0,1.0
3933,81713,2016,,1.0,1.0,,,
3934,81725,2016,,,1.0,,3.0,
3935,81731,2016,,1.0,1.0,3.0,18.0,4.0
3936,81744,2016,1.0,,,,,
3937,81751,2016,1.0,1.0,11.0,9.0,15.0,6.0
3938,81782,2016,3.0,1.0,59.0,62.0,148.0,19.0
3939,81784,2016,2.0,1.0,33.0,43.0,66.0,12.0
3940,81786,2016,,,3.0,1.0,25.0,1.0
3941,81788,2016,5.0,1.0,24.0,36.0,164.0,34.0
3942,81791,2016,1.0,,11.0,15.0,29.0,5.0
3943,81804,2016,1.0,1.0,6.0,10.0,19.0,1.0
3944,81817,2016,,,2.0,4.0,17.0,6.0
3945,81819,2016,3.0,1.0,10.0,8.0,65.0,7.0
3946,81831,2016,,,,,2.0,1.0
3947,81834,2016,67.0,52.0,280.0,333.0,1692.0,790.0
3948,81845,2016,25.0,26.0,241.0,299.0,1784.0,520.0
3949,81847,2016,31.0,20.0,166.0,230.0,917.0,253.0
3950,81932,2016,8.0,5.0,40.0,120.0,542.0,77.0
3951,81949,2016,1.0,2.0,4.0,,,2.0
3952,81993,2016,,,,1.0,,
3953,82005,2016,,,1.0,2.0,1.0,
3954,82009,2016,,1.0,3.0,1.0,,
3955,82011,2016,,,,1.0,,
3956,82022,2016,,1.0,4.0,2.0,1.0,1.0
3957,82037,2016,2.0,,,3.0,4.0,4.0
3958,82053,2016,,,8.0,6.0,4.0,1.0
3959,82093,2016,,2.0,11.0,10.0,20.0,1.0
